ID ,Tweets,Label
99344,"@USER @USER I wonder if they will burn their Levis since @USER has come out in favor of gun control? Levi Strauss teams up with gun control group: We cannot stand by silently"" URL URL",TIN
92226,@USER @USER Good shit my bad though,UNT
58213,@USER @USER Thatâ€™s so sad and terrifying; I know itâ€™s been dropped to a 2 but all the reports Iâ€™ve seen says that doesnâ€™t mean shit for this storm. All you have to do is look at pictures of that thing to realize itâ€™s a fucking BEAST,UNT
66385,@USER When atmosphere turns greenish tint from greenhouse gases and humans eat humans in candy bar form maybe Iâ€™ll care. MAGA!!!!!!!!,TIN
22450,@USER @USER @USER There are thousands apon thousands of videos on YouTube alone of Antifa attacking people just for being at Trump rallies or Republican events. This is not happening anywhere to Democrats. This is on a widespread scale and people like you try to lie and obfuscate to cover them,TIN
32094,@USER @USER She can lie in the shit she created,TIN
89653,@USER @USER @USER @USER @USER @USER @USER Maybe stop attacking Conservatives and you might find they donâ€™t retaliate.,TIN
66982,@USER @USER That is just awful ! He never was much anyway! A grown man acting like that; a bully ! Best to you and hubby Mark ! MAGA ðŸ‡ºðŸ‡¸,TIN
53817,@USER @USER What award. Head of the Nazi antifa violence movement,UNT
88629,@USER You @USER speak the Truth about =&gt; #Louis Farrakhan &lt;= ... he is a raging anti-Semite &amp; racist.,TIN
60981,@USER I ainâ€™t fucking w/u today lol,UNT
39663,@USER The Irony is that most murders are done by illegal gun users who are gang members . This predominantly only affects Latino and black families. The problem is not gun control the problem is judges who let violent gun offenders back on Street after shooting someone.,TIN
71163,@USER Iâ€™ve been asking myself the same question and itâ€™s because he is such a phony. If He is such a fan of cleveland why is and he still playing for the Cavaliers the POS. Heâ€™s trying to save face with the Fanbase and itâ€™s so obvious that is his fakeness! But stupid people will buy in,TIN
78479,*Finally at my sister's apartaments* Instant reminder that she is ungrateful brat and i'm much more happy without seeing her,TIN
44053,@USER @USER Oh WOW! You look like a 1980's Porn Star #loveit,TIN
86690,@USER Corrupt dcrats in charge in PR the big problem,TIN
58201,@USER @USER @USER U donâ€™t think bad stuff happens to men in cars? Shit happens to everyone itâ€™s just your mindset on how you deal with possible issues like that. You canâ€™t spend your whole life worrying about something that most likely wonâ€™t happen to you. But itâ€™s your life do ur thing haha.,UNT
12178,@USER @USER Except he is. His administration has allowed crime in the city to skyrocket. You bloody leftist snake.,TIN
96924,@USER Obama was the devil incarnate &amp; Trump is Jesus Christ himself. I get where you are coming from.,TIN
49763,"@USER Dear Paul McFartney-  You had us at Beatles.  You lost us at President Mad Captain.  Burn in hell-  Jon."" URL",TIN
72490,@USER Liberals have the numbers and money. Conservatives would get smoked. Kansas alone gets beat inside of 2 hours.,TIN
58557,"@USER @USER @USER @USER NRA tweet was a fraud: more than half of Americans say gunrights are the most important issue."" Falsehood. The 53% was ""gun rights/gun control"", and CA question indicates biase towards control. Deliberate knowing propaganda. URL URL",TIN
60523,@USER Isn't that just a nerd,TIN
16997,@USER nah my foodie ass will gladly say it. that works on absolutely no one's fucking palate.,TIN
55248,"WHY ... it's their trail of corruption ... and they have so much of it going on, and at all times, they don't want any slips"" ... don't want American people to know who they really are AND WHAT THEY'VE BEEN UP TO ... #MAGA URL",TIN
81782,@USER thatâ€™s so fucked up omg in my old hs thereâ€™s open campus and for every period you skip thereâ€™s a 200 dollar fine lmaooo,UNT
42611,@USER @USER I believe gun control should consist of guarding your firearms from thivery and kids.,UNT
85858,@USER I miss you bitch!!,TIN
42343,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER NS liberals will sell out fishermen in a heartbeat. These N.S. Liberals are probably in line looking for private sector handouts. Big money tied to Kameron Coal. @USER donâ€™t care about Nova Scotians. Look at health and education. Fisheries next?,TIN
48516,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh. Low blow or blow job. Lmao,TIN
95477,@USER to quit sex?,UNT
95077,@USER @USER Dear Fatties Against Fascism... #WalkAway from the Democrats.... Antifa = Democrats = Dixiecrats = KKK  There are no fascists in America.  Same hate. Different colored hoods. Party of hate since 1828 URL,TIN
26869,@USER @USER @USER Isis apparently obama let them run the world. Getting nuked by korea? BLM destroying cities. Antifa?,TIN
98016,@USER You are a lier Christine Ford Soros pays you well and your lawyer won't work we all know you lie shame on you!,TIN
93549,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ðŸ˜TeleSmokaCatin'  damn that looked better in my headðŸ˜ðŸ˜‰ðŸ¤£ðŸ˜Ž,UNT
61006,@USER This will be settled and will never see a jury. We will never know the truth. Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her. Either way I doubt we will ever know the complete truth.,TIN
95013,@USER what the FUCK,UNT
45425,@USER @USER @USER Glad her career is ruined by the way. She deserves to be ruined after what she done. Just because she WAS a celebrity doesn't mean she should be excused. Doesn't mean she is above the law.,TIN
90232,@USER Silly unhinged liberals.,TIN
55967,@USER @USER @USER Restricting ammo is infringing upon right to bear arms. How about women can have abortions but restricted to 1-3rd week of pregnancy and must be registered Easy test of gun control laws - apply them to other rights to see if theyâ€™d be supported. If not then they are bad,TIN
21229,just saw a group of freshmen wearing maga bucket hats ðŸ¤¢ðŸ¤¢ðŸ¤¢ðŸ¤¢ðŸ¤¢ðŸ¤¢ðŸ¤¢ i hate this school,TIN
27304,@USER @USER @USER How do you come up with all these lies. You have not done a thing as far as gun control. Open your eyes Obama your hero had 8 years in office. All your doing is sucking around for the last minute vote.,TIN
25737,@USER And niggas still gonna complain about geno ffs,TIN
30245,@USER If only Martin were as obsessed about Christ as he is with homosexuality.,TIN
24917,@USER @USER @USER We'll stop when the Democrats stop using the victims of school shootings for their gun control agenda.,TIN
47251,@USER You are a big blot on the dharmic Kashmiri Pandits community. In the name of modernity you have lost all sanity which reflects in the way you have supported this loony womans  hinduphobia.,TIN
45045,@USER @USER Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm.,TIN
12758,@USER @USER HYT ENEMY OF THE PEOPLE,TIN
63416,@USER Googlecide â€“ Death by donâ€™t-be-evil-corp inspiring the Internet bill of rights preventing leftist oligarchies from erasing people based on political beliefs transforming western civilization into a totalitarian state controlling nearly all aspects of life via the Googlesplaining.,TIN
26229,@USER Where were these morons when the Groper Trudeau and his lying Liberals stomped all over our Charter with their Values Test? Where was Holt Renfrewâ€™s favourite shopper Horwath? Premier Ford is trying to save taxpayers money! Maybe thatâ€™s what bugs Horwath??,TIN
99821,"@USER Bill O'REILLY, it can happen because, people like you will not speak out Against YOUR"" POTUS AND NRA about GUN control!!!""",TIN
14758,@USER Not surprising. That I*n C*nnor nigga was on the payroll,TIN
82181,@USER @USER @USER Hah! The fucking Chats!?! â€˜Onya Boys!,UNT
95958,@USER Ridiculous comment the only way liberals make government work is when conservatives go along with their ideas. Tbqh less government is always better than more unless your a socialist. Most time government passes a new law i lose money n Liberty .,TIN
92590,"@USER Comparing a date"" to rape is disgusting. I hope your family never has to deal with rape. You are a disgusting POS.""",TIN
64168,@USER Liberals are addicted to fake news.  Chris is their Dope man.,TIN
27795,@USER Fast and furious criminal should be behind bars.,TIN
88558,@USER @USER Iâ€™m sure this pope is on a first name basis with Satan himself. What a disgrace to the papacy,TIN
48774,@USER You hear something he is not saying  but they did drink supposedly at that school in the 80s which was  18 in 79. This tales is 1982 when limits moved to 21 but there is a girl 15 accusing a boy 17 of everything but sex. If you think it is rape prosecute it. Do not imply boy lies,UNT
76381,@USER @USER @USER @USER Shitting yourself more like.,TIN
31114,"@USER Twitter has a clear leftist agenda as seen in all the comments from conservatives asking, why is this leftist shit in my feed?"" We didn't ask for it. We don't want it. Stop trying to push it on us.""",TIN
98659,@USER Creepy,UNT
74320,@USER He trashed himself it was ugly.......didnâ€™t hurt Trump.,TIN
17779,@USER @USER Love this woman Telling the truth every day WHY do conservatives have to point out the obvious.Are people really that stupid,TIN
13725,@USER And these are the *people pushing for gun control ðŸ˜’,TIN
88271,@USER I'm an asshole though,UNT
39225,@USER Democratic always use race to divide Americans.   Conservatives done see color   The Democrats only see color  Discussing,TIN
20691,@USER @USER @USER She is a wart on society,TIN
